id,name,genre,record_label,chart_data,tour_data
Q2643,George Harrison,world music,EMI,"All Things Must Pass on Grammy Award for Album of the Year, George Harrison: Living in the Material World on Broadcast Film Critics Association Award for Best Documentary Film, George Harrison: Living in the Material World on BAFTA Award for Best Documentary, George Harrison: Living in the Material World on Directors Guild of America Award for Outstanding Directing – Documentaries",
Q2643,George Harrison,psychedelic rock,EMI,"All Things Must Pass on Grammy Award for Album of the Year, George Harrison: Living in the Material World on Broadcast Film Critics Association Award for Best Documentary Film, George Harrison: Living in the Material World on BAFTA Award for Best Documentary, George Harrison: Living in the Material World on Directors Guild of America Award for Outstanding Directing – Documentaries",
Q2643,George Harrison,beat music,EMI,"All Things Must Pass on Grammy Award for Album of the Year, George Harrison: Living in the Material World on Broadcast Film Critics Association Award for Best Documentary Film, George Harrison: Living in the Material World on BAFTA Award for Best Documentary, George Harrison: Living in the Material World on Directors Guild of America Award for Outstanding Directing – Documentaries",
Q2643,George Harrison,raga rock,EMI,"All Things Must Pass on Grammy Award for Album of the Year, George Harrison: Living in the Material World on Broadcast Film Critics Association Award for Best Documentary Film, George Harrison: Living in the Material World on BAFTA Award for Best Documentary, George Harrison: Living in the Material World on Directors Guild of America Award for Outstanding Directing – Documentaries",
Q2808,Elton John,rock music,Mercury Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,Mercury Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,glam rock,Mercury Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,soft rock,Mercury Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,pop rock,Mercury Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rock music,Island Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,Island Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,glam rock,Island Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,soft rock,Island Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,pop rock,Island Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rock music,Geffen Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,Geffen Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,glam rock,Geffen Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,soft rock,Geffen Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,pop rock,Geffen Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rock music,A&M Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,A&M Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,glam rock,A&M Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,soft rock,A&M Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,pop rock,A&M Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rock music,Uni,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,Uni,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,glam rock,Uni,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,soft rock,Uni,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,pop rock,Uni,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rock music,DJM Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,DJM Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,glam rock,DJM Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,soft rock,DJM Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,pop rock,DJM Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rock music,Def Jam Recordings,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,Def Jam Recordings,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,glam rock,Def Jam Recordings,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,soft rock,Def Jam Recordings,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,pop rock,Def Jam Recordings,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rock music,Chrysalis Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,Chrysalis Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,glam rock,Chrysalis Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,soft rock,Chrysalis Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,pop rock,Chrysalis Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rock music,Philips Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,Philips Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,glam rock,Philips Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,soft rock,Philips Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,pop rock,Philips Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rock music,Regal Zonophone,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,Regal Zonophone,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,glam rock,Regal Zonophone,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,soft rock,Regal Zonophone,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,pop rock,Regal Zonophone,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rock music,MCA Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,MCA Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,glam rock,MCA Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,soft rock,MCA Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,pop rock,MCA Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rock music,Universal Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,Universal Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,glam rock,Universal Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,soft rock,Universal Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,pop rock,Universal Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rock music,The Rocket Record Company,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,The Rocket Record Company,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,glam rock,The Rocket Record Company,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,soft rock,The Rocket Record Company,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,pop rock,The Rocket Record Company,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rock music,Cube Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,Cube Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,glam rock,Cube Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,soft rock,Cube Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,pop rock,Cube Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rock music,Paramount Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,Paramount Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,glam rock,Paramount Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,soft rock,Paramount Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,pop rock,Paramount Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rock music,Stateside Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,Stateside Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,glam rock,Stateside Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,soft rock,Stateside Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,pop rock,Stateside Records,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rock music,Congress,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,Congress,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,glam rock,Congress,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,soft rock,Congress,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,pop rock,Congress,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rock music,IL,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q2808,Elton John,rhythm and blues,IL,"Circle of Life on Golden Globe Awards, Circle of Life on Academy Awards, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Best Male Pop Vocal Performance, Captain Fantastic and the Brown Dirt Cowboy on Grammy Award for Album of the Year",
Q42,Douglas Adams,science fiction,,,
Q42,Douglas Adams,comedy,,,
Q42,Douglas Adams,satire,,,
Q254,Wolfgang Amadeus Mozart,opera,,,
Q254,Wolfgang Amadeus Mozart,symphony,,,
Q254,Wolfgang Amadeus Mozart,Classical period,,,
Q254,Wolfgang Amadeus Mozart,chamber music,,,
Q392,Bob Dylan,jazz,Columbia Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,blues,Columbia Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,rock music,Columbia Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,country music,Columbia Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,gospel music,Columbia Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,folk rock,Columbia Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,country rock,Columbia Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,Christian rock,Columbia Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,American folk music,Columbia Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,Americana,Columbia Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,folk-pop,Columbia Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,jazz,Asylum Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,blues,Asylum Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,rock music,Asylum Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,country music,Asylum Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,gospel music,Asylum Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,folk rock,Asylum Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,country rock,Asylum Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,Christian rock,Asylum Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,American folk music,Asylum Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,Americana,Asylum Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q392,Bob Dylan,folk-pop,Asylum Records,Make You Feel My Love on Grammy Award for Best Country Song,
Q557,Patti Smith,rock music,Columbia Records,,
Q557,Patti Smith,proto-punk,Columbia Records,,
Q557,Patti Smith,art rock,Columbia Records,,
Q557,Patti Smith,post-punk,Columbia Records,,
Q557,Patti Smith,rock music,Arista Records,,
Q557,Patti Smith,proto-punk,Arista Records,,
Q557,Patti Smith,art rock,Arista Records,,
Q557,Patti Smith,post-punk,Arista Records,,
